age,monthly_income_ksh,loan_amount_ksh,loan_tenure_months,num_dependants,credit_score,num_prev_loans,num_late_payments,mobile_money_score,county,employment_type,education_level,has_collateral,has_insurance,loan_default
52,24340.0,112526,6,4,524.0,6.0,2,58.7,Kisumu,Formal,Secondary,1,0,0
42,17714.0,31793,12,2,531.0,7.0,3,58.5,Thika,Informal,University,0,0,0
52,27158.0,28026,6,0,661.0,7.0,3,91.1,Thika,Self-employed,University,0,1,0
42,34605.0,4854,3,5,677.0,0.0,1,27.7,Mombasa,Self-employed,Secondary,1,0,0
46,39262.0,8189,6,6,532.0,6.0,0,58.8,Kakamega,Informal,Tertiary,1,0,0
35,26611.0,12535,1,4,659.0,2.0,4,27.5,Nyeri,Informal,Secondary,0,0,0
63,44732.0,29689,6,2,585.0,1.0,1,12.4,Eldoret,Formal,Tertiary,1,1,0
35,5330.0,49294,6,7,556.0,1.0,0,,Nyeri,Self-employed,Tertiary,1,0,1
19,8338.0,4193,12,5,640.0,7.0,0,68.2,Nyeri,Self-employed,Secondary,0,0,0
52,59772.0,51115,1,0,557.0,8.0,1,44.0,Kisumu,Self-employed,Tertiary,0,0,0
33,13628.0,23789,1,7,755.0,2.0,1,67.9,Eldoret,Informal,University,0,0,0
58,5000.0,18871,6,2,406.0,2.0,2,62.1,Machakos,Unemployed,Secondary,1,0,0
53,5844.0,4458,24,7,498.0,5.0,4,57.2,Eldoret,Self-employed,Secondary,1,0,0
50,8858.0,1142,12,6,537.0,9.0,3,85.3,Thika,Informal,Primary,0,1,0
21,110393.0,16808,6,1,593.0,0.0,2,48.1,Mombasa,Informal,Tertiary,1,1,0
50,29787.0,21083,6,7,676.0,5.0,0,67.6,Nyeri,Informal,University,1,0,0
31,94466.0,4734,3,5,547.0,2.0,4,23.9,Eldoret,Informal,University,0,0,0
38,29961.0,16259,3,0,,3.0,4,62.0,Thika,Informal,Secondary,1,0,0
37,22844.0,38827,24,2,634.0,8.0,1,54.9,Nairobi,Formal,Tertiary,0,1,0
25,13176.0,36044,12,6,625.0,2.0,4,36.4,Kakamega,Informal,Secondary,1,0,0
24,32632.0,52443,18,1,355.0,0.0,4,68.0,Mombasa,Informal,Secondary,0,1,0
20,5246.0,9110,3,1,549.0,2.0,0,45.2,Nakuru,Informal,Secondary,0,0,1
34,79987.0,7655,18,0,,6.0,2,94.6,Meru,Formal,Secondary,1,1,0
50,61881.0,27680,1,3,483.0,6.0,4,11.3,Thika,Self-employed,Tertiary,0,1,0
29,13371.0,11281,3,6,459.0,4.0,1,65.0,Nyeri,Informal,University,1,1,0
39,106865.0,1832,3,6,630.0,0.0,2,60.9,Mombasa,Formal,Tertiary,0,0,0
39,61044.0,6648,12,4,561.0,7.0,1,54.4,Kakamega,Informal,Tertiary,1,0,0
63,38413.0,10845,24,0,421.0,9.0,4,49.4,Eldoret,Self-employed,Primary,0,0,0
47,5000.0,6920,18,1,638.0,7.0,2,61.4,Nairobi,Self-employed,University,0,0,0
55,22768.0,8075,3,1,406.0,9.0,4,,Nakuru,Formal,Tertiary,1,0,0
55,24690.0,6956,3,7,583.0,9.0,0,26.6,Kakamega,Unemployed,University,1,0,0
62,9263.0,1000,12,0,468.0,9.0,2,43.9,Nairobi,Formal,Secondary,1,0,0
25,5000.0,20272,12,3,513.0,1.0,1,39.0,Meru,Unemployed,Tertiary,1,0,0
44,52477.0,18190,24,4,600.0,9.0,0,38.1,Mombasa,Formal,Tertiary,0,0,0
44,5000.0,21190,18,2,602.0,2.0,3,66.9,Machakos,Formal,Secondary,0,0,0
51,31574.0,4271,1,0,,3.0,1,,Kisumu,Informal,Tertiary,0,0,0
38,96457.0,7009,24,4,,0.0,4,81.3,Mombasa,Informal,University,0,0,0
47,73091.0,19331,1,6,580.0,3.0,1,72.1,Nakuru,Informal,Secondary,1,1,0
50,11388.0,18307,6,4,506.0,4.0,3,73.7,Machakos,Self-employed,Primary,1,0,0
45,66738.0,14117,3,7,568.0,2.0,1,31.8,Machakos,Self-employed,Tertiary,0,0,0
64,5000.0,8628,18,5,593.0,,0,89.7,Meru,Informal,Secondary,1,0,0
50,5000.0,48821,24,1,540.0,1.0,1,55.8,Kisumu,Informal,Tertiary,1,0,1
22,32294.0,8303,3,7,369.0,5.0,2,80.7,Machakos,Formal,Tertiary,1,0,0
36,15883.0,12162,18,2,583.0,7.0,3,32.5,Thika,Formal,Secondary,0,1,0
21,17097.0,22671,18,0,586.0,6.0,1,55.2,Kakamega,Informal,University,0,0,0
52,29089.0,15662,18,7,481.0,0.0,3,78.9,Machakos,Formal,Tertiary,1,0,0
34,7452.0,8520,3,1,421.0,,0,60.6,Machakos,Self-employed,University,1,0,0
61,8328.0,11441,24,5,697.0,2.0,2,44.9,Kakamega,Informal,Tertiary,0,0,0
45,23198.0,31644,12,7,599.0,5.0,4,86.2,Eldoret,Formal,University,1,1,0
47,49120.0,6518,3,5,527.0,8.0,1,36.6,Meru,Informal,Primary,0,0,0
46,33819.0,3068,18,7,436.0,8.0,0,59.6,Machakos,Formal,Secondary,0,1,0
63,12351.0,7513,24,1,467.0,6.0,3,72.8,Machakos,Informal,Primary,1,0,0
23,19694.0,37880,6,3,680.0,8.0,3,100.0,Kisumu,Self-employed,Secondary,0,1,0
52,6549.0,1864,1,4,563.0,7.0,0,50.8,Nairobi,Informal,University,0,0,0
58,5000.0,95820,18,0,494.0,4.0,1,54.5,Eldoret,Formal,Secondary,0,0,1
54,53426.0,15574,6,0,600.0,8.0,4,51.1,Nyeri,Self-employed,University,0,1,0
41,10794.0,83789,12,0,468.0,6.0,1,64.8,Eldoret,Formal,Secondary,0,0,0
46,6850.0,55936,18,1,700.0,4.0,2,71.8,Kakamega,Self-employed,Secondary,0,0,0
63,41174.0,12059,6,6,685.0,7.0,1,81.9,Kisumu,Informal,University,1,0,0
48,33686.0,4425,18,3,503.0,6.0,2,75.1,Meru,Informal,Secondary,1,0,0
52,35101.0,3603,3,2,487.0,8.0,3,50.1,Mombasa,Self-employed,Tertiary,0,0,0
50,9097.0,5488,24,5,300.0,9.0,2,76.3,Kisumu,Self-employed,Secondary,0,0,0
38,9268.0,24766,6,1,401.0,0.0,4,61.8,Nakuru,Formal,University,1,0,1
49,8732.0,6375,24,6,416.0,8.0,0,74.9,Kakamega,Formal,Tertiary,1,0,0
40,6680.0,8353,3,2,563.0,6.0,2,76.0,Nairobi,Self-employed,Tertiary,0,0,0
50,37320.0,11912,3,5,517.0,0.0,1,92.6,Nakuru,Formal,Primary,0,0,0
20,65939.0,48890,24,5,415.0,0.0,2,52.9,Nakuru,Informal,Secondary,0,1,0
35,45097.0,4199,6,3,521.0,4.0,3,49.1,Meru,Self-employed,University,0,0,0
42,54973.0,1000,24,4,600.0,7.0,2,68.9,Nyeri,Informal,University,0,1,0
59,18159.0,1239,24,0,602.0,8.0,4,83.7,Mombasa,Self-employed,Primary,1,0,0
48,37153.0,47028,1,7,360.0,5.0,2,,Machakos,Self-employed,Secondary,1,0,0
20,15306.0,20855,6,2,,9.0,4,85.0,Thika,Self-employed,Secondary,1,0,0
57,26092.0,6377,1,1,411.0,7.0,1,73.8,Machakos,Self-employed,Secondary,0,0,0
63,,3900,18,2,640.0,5.0,3,56.0,Nakuru,Informal,Tertiary,1,0,0
41,,6970,24,4,628.0,5.0,0,71.3,Eldoret,Informal,Secondary,0,0,0
49,17133.0,2438,18,0,460.0,3.0,1,51.3,Thika,Informal,Secondary,0,0,0
64,116175.0,56785,6,2,473.0,4.0,1,64.8,Meru,Self-employed,Tertiary,1,1,0
39,10002.0,30668,24,4,503.0,1.0,0,38.5,Mombasa,Self-employed,Secondary,0,1,0
40,5027.0,12412,18,1,324.0,2.0,2,58.6,Meru,Formal,Tertiary,0,0,0
19,18979.0,40044,12,3,583.0,2.0,2,80.0,Kakamega,Formal,University,0,0,1
44,54679.0,5739,3,6,522.0,4.0,2,75.3,Nairobi,Unemployed,Primary,1,0,0
59,30541.0,25254,24,5,647.0,4.0,3,72.4,Nakuru,Informal,Tertiary,0,0,1
19,39986.0,38777,3,1,440.0,5.0,1,65.7,Eldoret,Formal,Secondary,1,0,0
43,7362.0,8825,1,0,488.0,4.0,4,63.2,Meru,Self-employed,Secondary,1,0,0
34,33768.0,28332,18,5,399.0,5.0,0,34.7,Thika,Unemployed,Primary,1,1,0
57,,6993,1,6,449.0,7.0,1,55.9,Nakuru,Self-employed,Primary,0,0,0
50,62915.0,7100,24,1,431.0,,2,63.7,Mombasa,Self-employed,Secondary,0,0,0
26,34732.0,2264,3,7,649.0,3.0,0,37.5,Eldoret,Formal,Secondary,0,1,0
60,7760.0,11598,3,1,480.0,5.0,4,25.0,Nyeri,Self-employed,University,0,0,0
56,5000.0,26165,18,1,562.0,4.0,1,,Nyeri,Informal,Tertiary,1,0,0
46,5000.0,56341,24,7,511.0,0.0,1,61.0,Thika,Self-employed,University,0,1,1
59,16249.0,18516,12,1,423.0,8.0,3,64.2,Nairobi,Formal,Tertiary,1,0,0
43,,39775,12,5,533.0,2.0,1,71.1,Nyeri,Formal,Secondary,0,0,1
52,36354.0,34575,18,0,609.0,1.0,1,40.4,Nakuru,Informal,Secondary,1,0,0
42,24213.0,3807,24,6,429.0,8.0,4,51.9,Mombasa,Formal,Secondary,0,0,0
41,,13303,18,4,630.0,6.0,4,90.1,Nairobi,Self-employed,Secondary,0,1,1
30,5656.0,2486,24,2,465.0,4.0,0,50.2,Machakos,Unemployed,Tertiary,1,0,0
24,5000.0,22923,1,7,501.0,5.0,2,54.7,Mombasa,Self-employed,Tertiary,0,0,1
53,69998.0,59874,18,3,603.0,3.0,4,46.6,Nakuru,Self-employed,Secondary,0,0,0
62,9765.0,2948,24,7,483.0,0.0,0,45.2,Nakuru,Informal,Primary,0,1,0
37,36915.0,26476,12,6,553.0,3.0,1,82.1,Kakamega,Self-employed,Primary,0,0,0
18,58252.0,20006,24,2,518.0,8.0,0,10.5,Nairobi,Self-employed,Secondary,1,0,0
25,33324.0,17522,24,2,562.0,0.0,0,50.9,Mombasa,Self-employed,Primary,1,1,0
63,68705.0,9889,18,3,311.0,9.0,0,64.5,Nairobi,Informal,Tertiary,0,1,0
33,17437.0,8774,1,6,367.0,2.0,0,93.9,Thika,Informal,Primary,0,0,0
31,109501.0,1000,1,5,611.0,4.0,4,37.3,Kisumu,Self-employed,Tertiary,1,0,0
29,5000.0,4915,1,0,,,2,33.9,Nairobi,Formal,Secondary,1,0,0
40,5000.0,1000,1,3,458.0,8.0,0,42.8,Nyeri,Self-employed,Primary,1,0,0
32,37623.0,17417,6,0,525.0,5.0,3,74.0,Nakuru,Unemployed,University,1,0,0
45,100161.0,2237,18,5,579.0,2.0,1,62.5,Kakamega,Informal,Tertiary,0,0,0
51,57920.0,41274,3,2,619.0,6.0,1,31.1,Machakos,Self-employed,Secondary,0,0,0
19,5000.0,14810,18,0,347.0,3.0,1,,Kakamega,Self-employed,University,0,0,0
49,11466.0,24058,6,5,461.0,,1,,Mombasa,Self-employed,Primary,0,1,0
40,93233.0,10581,1,5,,6.0,1,65.3,Thika,Informal,Secondary,1,0,0
39,10211.0,16445,6,4,620.0,6.0,0,63.3,Thika,Self-employed,Tertiary,0,0,0
42,53181.0,57174,12,3,799.0,3.0,2,64.5,Machakos,Informal,Tertiary,1,1,0
39,61030.0,1727,12,4,527.0,6.0,3,68.3,Nairobi,Formal,Secondary,0,0,0
39,23943.0,5858,18,7,409.0,1.0,4,34.7,Nairobi,Self-employed,Primary,1,0,0
59,17091.0,30281,18,2,,0.0,3,55.4,Mombasa,Self-employed,University,0,0,0
23,20932.0,2079,3,3,682.0,1.0,4,56.4,Mombasa,Self-employed,Secondary,0,0,0
32,9010.0,1573,3,2,560.0,3.0,4,50.3,Eldoret,Formal,Secondary,0,0,0
60,77061.0,8973,12,4,459.0,,3,73.7,Nairobi,Formal,Tertiary,1,0,0
54,20963.0,1933,1,6,645.0,2.0,0,47.3,Mombasa,Unemployed,University,0,0,0
50,74934.0,17593,6,5,616.0,9.0,1,52.8,Thika,Formal,Primary,1,0,1
25,5000.0,5130,3,2,447.0,5.0,0,34.8,Kisumu,Self-employed,Tertiary,0,0,0
61,155611.0,45209,24,3,588.0,5.0,1,67.6,Nakuru,Self-employed,Tertiary,0,0,0
61,20498.0,30603,3,7,649.0,8.0,2,78.8,Nairobi,Self-employed,Secondary,1,0,0
22,5000.0,24059,1,3,668.0,8.0,4,,Eldoret,Formal,Tertiary,0,0,1
56,5000.0,19191,1,2,543.0,3.0,3,76.1,Nakuru,Self-employed,University,0,1,1
21,,39823,18,3,514.0,8.0,2,57.1,Nyeri,Self-employed,Secondary,0,0,1
23,37659.0,5047,6,7,672.0,5.0,1,9.5,Kisumu,Informal,Primary,1,0,0
62,56705.0,41288,1,5,428.0,1.0,0,59.0,Kakamega,Informal,University,0,0,0
49,,31164,3,6,593.0,9.0,3,56.5,Nairobi,Informal,Tertiary,0,0,1
47,5000.0,27579,3,5,412.0,5.0,4,62.1,Kakamega,Formal,Secondary,0,1,1
64,24865.0,16476,12,3,656.0,1.0,2,65.1,Eldoret,Self-employed,Tertiary,0,1,0
52,17162.0,5653,1,7,524.0,7.0,4,46.3,Nairobi,Self-employed,Tertiary,0,0,0
57,21692.0,11017,24,7,676.0,3.0,1,89.4,Eldoret,Unemployed,Tertiary,1,1,0
33,167235.0,31555,18,2,599.0,4.0,4,58.7,Meru,Informal,University,1,0,0
30,123615.0,1000,6,4,,7.0,0,,Eldoret,Self-employed,Secondary,0,1,0
59,99846.0,30469,24,3,692.0,7.0,2,74.9,Mombasa,Formal,Secondary,1,0,0
47,,5490,18,3,705.0,5.0,2,60.4,Mombasa,Self-employed,Tertiary,1,0,0
36,15339.0,3116,3,3,638.0,,0,100.0,Kakamega,Informal,Secondary,1,1,0
34,18593.0,2459,24,3,473.0,0.0,4,55.8,Meru,Unemployed,Tertiary,0,0,0
36,27917.0,1000,18,2,519.0,6.0,0,67.0,Eldoret,Self-employed,Secondary,0,1,0
45,62128.0,14829,3,4,564.0,7.0,3,45.0,Nyeri,Unemployed,Secondary,1,0,0
43,5000.0,4924,3,4,479.0,8.0,0,77.4,Kakamega,Self-employed,Secondary,0,0,0
54,19325.0,90998,3,0,719.0,1.0,4,66.2,Nakuru,Self-employed,Tertiary,0,0,0
43,5000.0,17086,3,3,564.0,0.0,0,53.2,Mombasa,Formal,Tertiary,1,0,0
40,25301.0,2967,3,3,300.0,3.0,1,42.6,Nakuru,Self-employed,Secondary,0,0,0
26,80207.0,23343,12,0,583.0,4.0,0,33.8,Nakuru,Informal,Secondary,0,0,0
29,53392.0,45605,24,4,515.0,9.0,0,68.4,Meru,Informal,Secondary,0,0,1
18,9049.0,27343,18,7,542.0,0.0,4,32.3,Kakamega,Formal,Tertiary,1,1,0
18,130526.0,1590,12,7,513.0,4.0,3,86.2,Thika,Self-employed,Secondary,0,0,0
64,38523.0,45245,12,1,630.0,5.0,3,34.7,Kakamega,Formal,Tertiary,1,1,0
51,5000.0,31590,1,5,661.0,2.0,4,56.4,Thika,Informal,Tertiary,0,0,1
49,10322.0,3446,1,1,578.0,6.0,4,42.4,Eldoret,Self-employed,Secondary,0,0,1
42,10572.0,1063,1,4,516.0,5.0,4,60.7,Thika,Unemployed,Tertiary,0,0,0
57,5000.0,16297,6,6,545.0,3.0,1,60.5,Nairobi,Self-employed,Primary,0,1,0
62,112509.0,3392,1,3,551.0,2.0,2,68.9,Eldoret,Informal,Tertiary,0,0,0
18,22770.0,35986,18,1,469.0,4.0,0,29.5,Thika,Informal,Secondary,0,0,1
33,79155.0,8873,12,2,607.0,2.0,4,44.7,Nyeri,Formal,Primary,1,1,0
56,13612.0,48812,18,7,596.0,9.0,4,79.4,Nakuru,Informal,Tertiary,0,0,0
22,5000.0,16679,24,2,704.0,8.0,4,73.2,Eldoret,Formal,Secondary,0,1,1
39,22508.0,4034,1,0,675.0,8.0,3,10.0,Nakuru,Unemployed,Tertiary,0,0,0
46,5000.0,3007,6,4,481.0,5.0,4,67.5,Machakos,Informal,Tertiary,1,0,0
20,23294.0,17182,24,4,632.0,5.0,0,39.4,Kakamega,Formal,Tertiary,0,0,0
29,88530.0,28699,6,1,454.0,3.0,4,48.2,Thika,Informal,Secondary,0,0,0
43,25744.0,30419,24,3,619.0,3.0,0,55.5,Nakuru,Informal,Tertiary,1,1,0
33,33544.0,6452,12,4,498.0,1.0,1,91.1,Thika,Informal,Tertiary,0,1,0
54,5962.0,4569,18,1,447.0,9.0,2,39.1,Nakuru,Formal,Secondary,0,0,0
39,5000.0,1000,3,1,578.0,3.0,3,,Nyeri,Unemployed,Tertiary,0,1,0
46,5000.0,22738,18,5,300.0,7.0,0,69.0,Kisumu,Formal,University,1,0,0
31,31941.0,1593,1,5,374.0,9.0,1,59.4,Nyeri,Formal,Secondary,0,0,0
45,5000.0,10920,3,4,532.0,1.0,2,84.1,Mombasa,Formal,University,0,0,0
22,16505.0,18410,6,1,558.0,8.0,2,52.9,Thika,Informal,Primary,1,0,0
64,27954.0,55327,12,0,513.0,0.0,2,84.2,Nyeri,Formal,Secondary,0,0,0
47,,7473,12,0,392.0,1.0,0,60.3,Nairobi,Formal,Secondary,1,0,0
63,6256.0,5747,6,5,468.0,1.0,1,70.6,Thika,Informal,Tertiary,0,0,0
22,11197.0,21235,1,4,589.0,5.0,4,92.5,Meru,Informal,Primary,0,1,0
29,92242.0,19311,6,7,608.0,6.0,1,,Kakamega,Formal,University,0,1,1
33,39443.0,8072,24,3,548.0,2.0,1,80.9,Kakamega,Formal,University,0,0,0
43,23984.0,52650,1,6,665.0,8.0,1,47.7,Mombasa,Informal,Tertiary,1,0,0
43,5000.0,37268,3,7,,4.0,0,64.6,Nairobi,Formal,Secondary,0,0,0
38,170857.0,5071,6,0,475.0,4.0,0,,Mombasa,Informal,University,0,1,0
56,38957.0,5466,1,0,521.0,3.0,0,49.9,Eldoret,Formal,University,1,0,0
53,13340.0,14361,3,7,409.0,8.0,1,38.8,Thika,Formal,Secondary,0,0,0
50,73996.0,29706,6,5,539.0,7.0,0,84.4,Nairobi,Informal,Tertiary,1,1,0
47,10464.0,1000,12,5,661.0,3.0,2,94.8,Machakos,Formal,Tertiary,1,0,0
54,27485.0,23639,6,4,618.0,3.0,0,52.9,Nakuru,Formal,Tertiary,1,0,0
40,35377.0,20895,18,5,690.0,1.0,3,44.5,Meru,Informal,Secondary,1,0,0
27,8743.0,5265,6,2,519.0,8.0,0,33.7,Thika,Unemployed,Secondary,0,0,0
22,134222.0,22873,18,6,684.0,2.0,0,65.3,Meru,Self-employed,Primary,1,1,0
53,48268.0,56329,3,7,530.0,3.0,0,48.0,Nairobi,Self-employed,Secondary,1,0,0
51,28560.0,1000,6,7,697.0,6.0,0,49.0,Nakuru,Self-employed,Tertiary,1,0,0
48,6971.0,7703,3,1,547.0,9.0,3,92.6,Mombasa,Unemployed,University,0,0,0
27,5000.0,11531,3,0,620.0,7.0,4,54.1,Thika,Self-employed,University,1,0,0
36,13501.0,45904,1,7,697.0,7.0,0,71.7,Nakuru,Informal,Tertiary,1,0,0
49,48969.0,65541,3,2,530.0,3.0,2,61.1,Meru,Informal,Tertiary,1,0,0
18,10982.0,11743,3,7,571.0,6.0,3,32.9,Kisumu,Formal,Secondary,0,0,1
22,27144.0,27728,6,3,,9.0,4,23.1,Nairobi,Self-employed,Tertiary,0,0,0
62,45561.0,15171,6,2,536.0,0.0,0,69.8,Nairobi,Unemployed,Primary,1,0,0
21,5000.0,15434,12,4,417.0,5.0,4,94.1,Meru,Informal,Secondary,0,0,0
33,40464.0,6517,1,3,764.0,5.0,2,66.3,Meru,Self-employed,Tertiary,0,1,0
41,5000.0,4891,3,3,503.0,5.0,3,72.5,Eldoret,Informal,Secondary,1,0,0
33,117464.0,6793,1,7,565.0,1.0,3,,Mombasa,Informal,Primary,0,1,0
19,23457.0,16253,18,5,665.0,7.0,4,80.3,Meru,Informal,University,0,0,0
45,5716.0,1000,3,7,489.0,4.0,0,80.1,Nyeri,Informal,Secondary,0,1,0
49,14669.0,47556,1,2,449.0,4.0,1,46.1,Kakamega,Informal,Primary,0,0,1
44,18670.0,3398,12,4,575.0,1.0,3,70.9,Kakamega,Self-employed,Primary,0,0,0
37,49685.0,4971,12,0,370.0,3.0,1,24.7,Thika,Self-employed,Secondary,0,0,0
41,,14607,3,6,521.0,8.0,3,74.5,Machakos,Self-employed,Secondary,0,0,0
29,33130.0,24765,18,5,574.0,8.0,0,48.6,Thika,Formal,Tertiary,0,1,0
52,5000.0,2012,12,2,523.0,5.0,0,35.5,Eldoret,Self-employed,Secondary,1,0,0
50,5752.0,7645,12,0,,8.0,3,68.1,Nakuru,Formal,University,0,0,0
50,5000.0,69266,18,2,709.0,3.0,4,24.6,Machakos,Formal,Secondary,0,1,1
60,30127.0,6085,1,5,560.0,0.0,0,66.8,Nakuru,Self-employed,Secondary,0,0,0
54,73384.0,7509,12,0,693.0,1.0,0,37.4,Kakamega,Formal,Tertiary,1,0,0
29,19908.0,36218,6,5,523.0,0.0,2,33.1,Kakamega,Formal,Tertiary,1,0,0
20,6137.0,1030,24,2,461.0,,0,61.2,Kakamega,Informal,Tertiary,0,0,0
18,28578.0,12495,24,3,576.0,8.0,2,56.5,Meru,Self-employed,University,0,1,0
50,,9548,12,6,528.0,9.0,0,89.1,Eldoret,Formal,Secondary,0,0,0
57,47378.0,7613,1,1,,5.0,0,34.3,Nyeri,Informal,Secondary,1,0,0
27,74634.0,6729,1,6,696.0,1.0,4,87.5,Thika,Self-employed,University,0,0,0
60,11395.0,1916,3,3,487.0,5.0,4,37.2,Nakuru,Self-employed,Primary,0,0,0
61,7546.0,7561,6,5,365.0,8.0,0,78.4,Kisumu,Self-employed,Primary,1,0,0
46,74155.0,1000,1,6,682.0,2.0,3,82.1,Thika,Informal,Secondary,1,0,0
30,37508.0,30370,18,5,499.0,8.0,3,66.4,Nairobi,Formal,Tertiary,0,0,0
29,13034.0,10157,6,5,489.0,1.0,0,44.2,Mombasa,Formal,Secondary,1,1,0
48,47465.0,11736,24,0,373.0,4.0,3,29.5,Machakos,Informal,Secondary,0,0,0
63,59081.0,44809,6,4,724.0,1.0,0,21.0,Nakuru,Self-employed,Secondary,1,0,0
19,33405.0,21462,18,5,421.0,6.0,4,97.0,Eldoret,Formal,Tertiary,0,0,1
52,40753.0,1000,12,6,555.0,9.0,1,54.1,Kakamega,Formal,Secondary,0,1,0
40,16464.0,57355,18,6,641.0,8.0,2,37.9,Nairobi,Self-employed,Secondary,1,0,0
34,27079.0,5413,18,6,592.0,6.0,3,,Mombasa,Self-employed,Tertiary,0,1,0
43,25993.0,2277,12,3,544.0,4.0,3,63.4,Nakuru,Self-employed,University,0,1,0
25,65946.0,29231,12,1,379.0,3.0,4,52.1,Nyeri,Self-employed,Tertiary,0,1,0
46,64132.0,13882,12,5,469.0,3.0,3,21.6,Kakamega,Self-employed,Tertiary,0,0,0
43,62574.0,11375,12,7,568.0,9.0,0,77.3,Nakuru,Self-employed,Secondary,0,0,0
27,5000.0,5740,12,5,471.0,7.0,0,66.7,Kisumu,Informal,Secondary,1,0,0
43,48456.0,15858,18,5,570.0,9.0,1,96.8,Kisumu,Unemployed,Secondary,0,1,0
51,49756.0,6414,3,7,618.0,9.0,1,82.8,Eldoret,Informal,University,0,1,0
58,39703.0,46370,3,0,646.0,9.0,1,0.0,Kisumu,Formal,Secondary,0,1,0
24,49408.0,4846,1,5,427.0,9.0,0,88.3,Nyeri,Formal,University,0,0,0
21,64574.0,43144,3,3,769.0,9.0,1,84.1,Eldoret,Self-employed,University,0,0,0
62,22241.0,16392,24,2,626.0,0.0,1,45.3,Machakos,Unemployed,Primary,0,0,0
28,24403.0,35262,3,4,549.0,4.0,0,51.3,Nyeri,Formal,Primary,0,0,0
46,5000.0,24954,18,6,658.0,1.0,4,68.2,Eldoret,Formal,Primary,0,0,0
53,17036.0,23860,12,5,786.0,8.0,3,39.7,Nyeri,Self-employed,Secondary,1,0,0
42,36086.0,7841,12,0,406.0,6.0,2,55.1,Kisumu,Unemployed,Primary,0,1,0
38,53058.0,5328,18,3,527.0,9.0,0,80.0,Machakos,Formal,University,0,0,0
53,8571.0,4736,24,5,312.0,7.0,0,70.4,Nyeri,Informal,Primary,0,1,0
27,5190.0,38925,3,7,569.0,5.0,2,46.7,Machakos,Self-employed,Secondary,1,1,1
54,38072.0,34343,18,0,,8.0,2,80.5,Mombasa,Formal,Secondary,0,0,0
26,5000.0,11616,1,2,546.0,5.0,1,66.1,Nyeri,Self-employed,University,1,0,0
41,6876.0,2840,12,1,484.0,6.0,2,65.4,Thika,Formal,Tertiary,0,0,0
52,5000.0,9633,6,5,345.0,6.0,3,49.7,Kakamega,Formal,University,0,0,0
52,6390.0,19317,1,3,587.0,8.0,3,59.9,Kisumu,Formal,University,1,0,1
53,7002.0,12117,24,0,695.0,7.0,3,44.5,Nakuru,Formal,Secondary,1,0,0
35,17167.0,30299,1,7,490.0,0.0,3,21.2,Machakos,Formal,Secondary,0,1,0
56,18014.0,120836,18,0,594.0,3.0,3,54.4,Kisumu,Formal,Secondary,0,0,1
49,72574.0,4242,3,5,393.0,6.0,1,57.6,Nairobi,Self-employed,Secondary,0,0,0
41,24975.0,12310,12,0,595.0,7.0,0,62.7,Thika,Formal,Tertiary,1,1,0
40,44982.0,11276,24,1,510.0,6.0,2,84.2,Kisumu,Unemployed,Primary,1,0,0
49,5000.0,7262,24,0,473.0,2.0,0,47.0,Kakamega,Informal,Primary,0,0,0
54,8941.0,4415,6,6,473.0,3.0,2,52.6,Thika,Self-employed,Tertiary,0,1,0
29,42484.0,1358,1,4,510.0,6.0,1,75.3,Kakamega,Formal,Tertiary,0,0,0
30,5000.0,43628,6,6,588.0,7.0,1,44.9,Kisumu,Formal,Tertiary,0,0,1
40,23334.0,10889,3,4,418.0,6.0,4,63.1,Thika,Informal,Secondary,0,1,0
42,32015.0,13739,3,0,510.0,5.0,4,51.8,Nakuru,Informal,University,1,0,0
52,32258.0,49764,6,7,545.0,8.0,1,55.1,Nakuru,Self-employed,Tertiary,0,0,0
58,,29948,12,7,440.0,8.0,1,75.2,Kakamega,Self-employed,Primary,0,0,0
47,13606.0,2796,3,5,729.0,6.0,2,52.5,Kakamega,Self-employed,Tertiary,0,0,0
34,35418.0,16667,6,7,464.0,7.0,1,75.8,Mombasa,Informal,University,0,1,0
37,5646.0,11676,1,4,483.0,5.0,0,21.0,Nakuru,Self-employed,Primary,0,1,0
42,41608.0,31911,6,3,452.0,0.0,2,31.4,Nakuru,Informal,Secondary,0,0,0
39,47954.0,25763,6,4,,0.0,1,13.6,Machakos,Unemployed,Secondary,0,1,0
30,140548.0,23449,18,6,605.0,5.0,2,36.7,Eldoret,Self-employed,Primary,1,1,0
36,8243.0,8326,3,0,456.0,1.0,2,97.1,Nyeri,Formal,University,1,0,0
53,61030.0,32691,12,5,660.0,7.0,3,,Machakos,Formal,Secondary,0,0,0
29,25710.0,1076,12,2,570.0,0.0,4,45.6,Kakamega,Informal,Tertiary,0,0,0
58,16364.0,3478,18,5,,1.0,2,75.7,Meru,Self-employed,Tertiary,0,0,0
36,5000.0,8178,24,5,515.0,7.0,2,78.5,Nyeri,Informal,Tertiary,0,0,0
29,46547.0,1598,12,5,475.0,,3,35.6,Meru,Self-employed,Secondary,0,0,0
26,9415.0,5357,6,3,583.0,9.0,1,100.0,Nairobi,Formal,Secondary,0,0,0
24,16250.0,35456,18,1,495.0,,2,65.5,Kakamega,Formal,Primary,0,1,0
45,5000.0,59227,1,6,731.0,1.0,3,68.0,Kisumu,Formal,Secondary,0,1,1
31,56570.0,7265,3,0,423.0,6.0,0,69.9,Eldoret,Informal,Secondary,1,0,1
