transaction_id,timestamp,store_id,customer_type,basket_type,items
1312,2024-08-13 19:47:09,5,casual_reader,mixed,book|notebook|pen
1313,2024-10-09 15:55:55,12,student,study_set,textbook|notebook|highlighter
1314,2024-01-16 02:50:45,2,student,books,book|bookmark
1315,2024-01-31 09:12:04,5,student,study_set,textbook|notebook|highlighter|bookmark
1316,2024-10-06 19:48:30,10,office_worker,mixed,book|notebook|pen|sticky_notes
1317,2024-09-14 18:57:51,2,student,notes,sticky_notes|pen|notebook
1318,2024-01-07 14:52:30,7,student,books,book|bookmark
1319,2024-01-16 21:57:33,2,casual_reader,study_set,textbook|notebook|highlighter
1320,2024-06-22 02:56:54,5,student,office,planner|pen
1321,2024-08-12 01:26:58,10,casual_reader,stationery,notebook|pen|highlighter
1322,2024-01-01 15:52:43,7,office_worker,journaling,diary|pen|bookmark|highlighter
1323,2024-10-24 21:14:39,4,student,reading,novel|book
1324,2024-08-30 20:44:27,8,casual_reader,gift,novel|bookmark|gift_wrap|sticky_notes
1325,2024-08-09 16:03:43,3,student,study_set,textbook|notebook|highlighter
1326,2024-10-07 11:11:42,4,casual_reader,reading,novel|book
1327,2024-08-16 11:50:07,3,student,gift,novel|bookmark|gift_wrap
1328,2024-05-20 12:23:43,4,office_worker,school,pencil|eraser|notebook
1329,2024-06-24 00:58:00,6,office_worker,study_set,textbook|notebook|highlighter
1330,2024-04-04 21:48:17,3,casual_reader,office,planner|pen
1331,2024-11-04 01:45:13,9,student,mixed,book|notebook|pen
1332,2024-11-28 01:11:11,11,student,reading,novel|book
1333,2024-02-24 12:57:51,3,student,reading,novel|book
1334,2024-09-10 00:50:03,9,student,study_set,textbook|notebook|highlighter|eraser
1335,2024-01-21 00:02:51,8,office_worker,office,planner|pen
1336,2024-01-02 11:43:48,6,student,journaling,diary|pen|eraser|highlighter
1337,2024-06-26 06:42:34,4,office_worker,school,pencil|eraser|notebook
1338,2024-02-10 22:53:43,6,office_worker,notes,sticky_notes|pen|notebook
1339,2024-02-19 18:14:21,8,student,stationery,notebook|pen|highlighter
1340,2024-06-04 04:45:19,2,casual_reader,office,planner|pen
1341,2024-11-15 07:11:41,6,student,office,planner|pen|eraser
1342,2024-07-15 13:42:49,11,office_worker,mixed,book|notebook|pen
1343,2024-04-02 15:09:18,5,student,study_set,textbook|notebook|highlighter
1344,2024-09-11 11:47:50,12,office_worker,office,planner|pen
1345,2024-07-03 03:28:12,11,office_worker,mixed,book|notebook|pen
1346,2024-06-21 12:32:57,7,student,notes,sticky_notes|pen|notebook
1347,2024-04-29 04:24:39,7,office_worker,reading,novel|book
1348,2024-07-18 11:36:37,6,student,gift,novel|bookmark|gift_wrap
1349,2024-03-28 17:22:40,7,student,study_set,textbook|notebook|highlighter
1350,2024-08-25 11:45:32,6,student,gift,novel|bookmark|gift_wrap|sticky_notes
1351,2024-10-16 16:01:09,4,office_worker,books,book|bookmark
1352,2024-02-26 21:55:45,11,student,stationery,notebook|pen|highlighter
1353,2024-06-15 07:47:31,8,student,office,planner|pen
1354,2024-06-24 23:31:03,8,office_worker,stationery,notebook|pen|highlighter
1355,2024-01-21 13:18:25,6,student,reading,novel|book
1356,2024-09-10 06:41:03,11,student,study_set,textbook|notebook|highlighter
1357,2024-10-15 16:21:46,4,office_worker,school,pencil|eraser|notebook|book
1358,2024-05-14 02:17:37,10,student,stationery,notebook|pen|highlighter
1359,2024-02-24 01:36:21,4,office_worker,journaling,diary|pen|bookmark
1360,2024-03-28 04:45:57,2,office_worker,mixed,book|notebook|pen
1361,2024-03-18 14:11:36,9,casual_reader,reading,novel|book
1362,2024-08-29 05:17:29,8,student,reading,novel|book|eraser
1363,2024-04-30 16:36:10,5,student,reading,novel|book
1364,2024-07-30 22:10:46,12,student,gift,novel|bookmark|gift_wrap
1365,2024-11-11 21:21:55,5,student,office,planner|pen
1366,2024-05-15 17:35:40,12,casual_reader,books,book|bookmark
1367,2024-06-20 04:28:43,4,student,stationery,notebook|pen|highlighter
1368,2024-08-04 15:35:39,8,student,study_set,textbook|notebook|highlighter|bookmark
1369,2024-01-19 10:11:16,4,student,notes,sticky_notes|pen|notebook|bookmark
1370,2024-08-21 10:01:05,8,student,journaling,diary|pen
1371,2024-06-08 09:08:30,7,student,books,book|bookmark|eraser
1372,2024-05-13 01:49:05,6,student,study_set,textbook|notebook|highlighter
1373,2024-10-10 22:10:39,9,casual_reader,journaling,diary|pen|highlighter
1374,2024-06-01 21:56:15,7,student,school,pencil|eraser|notebook
1375,2024-07-19 16:26:22,3,casual_reader,stationery,notebook|pen|highlighter
1376,2024-11-25 23:56:31,9,student,school,pencil|eraser|notebook|highlighter|book
1377,2024-09-30 19:40:26,11,office_worker,stationery,notebook|pen|highlighter
1378,2024-09-27 23:28:34,12,casual_reader,books,book|bookmark
1379,2024-12-13 23:05:48,1,student,books,book|bookmark
1380,2024-04-23 06:00:41,11,casual_reader,reading,novel|book|eraser
1381,2024-01-02 22:54:04,10,student,journaling,diary|pen
1382,2024-02-09 16:51:30,5,student,study_set,textbook|notebook|highlighter
1383,2024-05-25 17:44:24,4,student,stationery,notebook|pen|highlighter
1384,2024-04-02 03:17:13,1,office_worker,notes,sticky_notes|pen|notebook
1385,2024-02-24 04:08:40,8,office_worker,books,book|bookmark
1386,2024-11-12 00:28:32,6,casual_reader,school,pencil|eraser|notebook
1387,2024-03-21 16:20:24,4,student,office,planner|pen
1388,2024-12-01 18:22:28,3,office_worker,study_set,textbook|notebook|highlighter|bookmark
1389,2024-04-25 04:07:54,3,casual_reader,books,book|bookmark
1390,2024-08-08 04:00:32,7,office_worker,study_set,textbook|notebook|highlighter
1391,2024-01-10 20:00:06,7,casual_reader,school,pencil|eraser|notebook|bookmark
1392,2024-01-13 11:18:04,2,office_worker,office,planner|pen
1393,2024-07-25 02:40:15,8,office_worker,office,planner|pen
1394,2024-11-24 02:39:38,8,student,gift,novel|bookmark|gift_wrap
1395,2024-08-24 13:11:51,7,student,books,book|bookmark
1396,2024-11-16 14:43:04,11,casual_reader,books,book|bookmark
1397,2024-09-30 04:14:15,3,student,office,planner|pen
1398,2024-12-09 10:13:55,11,casual_reader,study_set,textbook|notebook|highlighter
1399,2024-11-19 21:06:27,4,student,gift,novel|bookmark|gift_wrap
1400,2024-05-05 10:12:35,10,student,stationery,notebook|pen|highlighter|bookmark
1401,2024-12-10 17:08:07,3,casual_reader,office,planner|pen
1402,2024-06-30 23:28:44,10,student,journaling,diary|pen|highlighter
1403,2024-09-28 09:13:42,3,casual_reader,stationery,notebook|pen|highlighter
1404,2024-04-22 19:53:05,4,student,journaling,diary|pen|highlighter
1405,2024-08-15 09:03:38,5,office_worker,gift,novel|bookmark|gift_wrap
1406,2024-01-15 11:19:34,1,office_worker,books,book|bookmark
1407,2024-02-08 05:15:46,11,office_worker,office,planner|pen
1408,2024-09-01 20:37:41,5,casual_reader,office,planner|pen
1409,2024-10-15 09:30:39,7,student,gift,novel|bookmark|gift_wrap
1410,2024-11-20 07:28:19,8,student,school,pencil|eraser|notebook
1411,2024-01-08 04:32:23,8,student,journaling,diary|pen
1412,2024-10-11 20:59:48,4,office_worker,books,book|bookmark
1413,2024-03-30 08:51:22,10,student,books,book|bookmark
1414,2024-11-27 21:10:50,3,student,reading,novel|book
1415,2024-11-18 15:50:30,6,casual_reader,stationery,notebook|pen|highlighter|eraser
1416,2024-05-14 23:53:51,3,casual_reader,stationery,notebook|pen|highlighter
1417,2024-08-24 06:49:33,6,office_worker,notes,sticky_notes|pen|notebook
1418,2024-02-13 17:53:59,11,office_worker,gift,novel|bookmark|gift_wrap
1419,2024-11-24 12:49:25,9,student,study_set,textbook|notebook|highlighter
1420,2024-03-24 08:24:32,10,office_worker,mixed,book|notebook|pen
1421,2024-12-25 13:52:23,4,student,gift,novel|bookmark|gift_wrap
1422,2024-09-10 12:10:23,8,office_worker,office,planner|pen
1423,2024-12-27 22:09:13,2,casual_reader,gift,novel|bookmark|gift_wrap
1424,2024-09-15 22:58:29,12,casual_reader,books,book|bookmark|sticky_notes
1425,2024-06-06 03:40:56,12,student,reading,novel|book
1426,2024-11-26 11:21:16,3,student,gift,novel|bookmark|gift_wrap
1427,2024-08-09 17:06:05,1,casual_reader,office,planner|pen|eraser
1428,2024-05-11 06:07:33,11,office_worker,stationery,notebook|pen|highlighter
1429,2024-12-24 18:31:47,9,casual_reader,journaling,diary|pen
1430,2024-02-29 12:45:24,7,student,stationery,notebook|pen|highlighter
1431,2024-10-18 22:21:07,1,casual_reader,school,pencil|eraser|notebook
1432,2024-04-08 11:15:24,11,student,notes,sticky_notes|pen|notebook|bookmark
1433,2024-03-26 18:12:44,6,student,journaling,diary|pen|highlighter
1434,2024-07-06 19:13:27,5,office_worker,notes,sticky_notes|pen|notebook
1435,2024-08-29 08:04:38,2,student,gift,novel|bookmark|gift_wrap
1436,2024-09-10 02:49:04,3,casual_reader,notes,sticky_notes|pen|notebook
1437,2024-03-20 17:58:29,2,office_worker,reading,novel|book
1438,2024-07-28 21:15:33,1,student,reading,novel|book|bookmark
1439,2024-07-09 08:20:04,3,casual_reader,office,planner|pen|sticky_notes
1440,2024-01-25 23:28:50,6,student,books,book|bookmark
1441,2024-12-04 11:00:26,8,student,mixed,book|notebook|pen
1442,2024-10-19 03:03:27,7,student,reading,novel|book
1443,2024-07-29 19:15:13,8,student,gift,novel|bookmark|gift_wrap
1444,2024-11-07 20:08:50,3,casual_reader,journaling,diary|pen|bookmark
1445,2024-04-15 16:14:17,11,student,notes,sticky_notes|pen|notebook
1446,2024-05-18 22:58:21,1,office_worker,stationery,notebook|pen|highlighter|eraser
1447,2024-12-16 18:55:36,1,office_worker,reading,novel|book|bookmark
1448,2024-12-24 10:37:42,6,office_worker,school,pencil|eraser|notebook
1449,2024-08-22 17:08:14,6,office_worker,school,pencil|eraser|notebook
1450,2024-04-19 23:50:32,5,casual_reader,journaling,diary|pen
1451,2024-05-27 00:42:02,12,student,notes,sticky_notes|pen|notebook
1452,2024-07-06 05:05:26,6,office_worker,stationery,notebook|pen|highlighter
1453,2024-03-05 22:04:07,7,office_worker,journaling,diary|pen
1454,2024-09-09 12:00:13,2,casual_reader,mixed,book|notebook|pen
1455,2024-05-19 22:36:59,12,student,stationery,notebook|pen|highlighter
1456,2024-06-01 10:04:20,8,student,journaling,diary|pen
1457,2024-09-14 01:58:26,2,student,office,planner|pen
1458,2024-05-16 05:23:15,11,student,mixed,book|notebook|pen
1459,2024-12-25 00:15:28,12,student,study_set,textbook|notebook|highlighter
1460,2024-10-08 12:03:16,2,student,office,planner|pen|sticky_notes
1461,2024-01-20 09:13:49,3,student,office,planner|pen
1462,2024-08-28 16:21:20,12,student,study_set,textbook|notebook|highlighter
1463,2024-06-17 01:30:25,8,student,books,book|bookmark
1464,2024-11-06 16:18:38,11,casual_reader,books,book|bookmark
1465,2024-03-04 19:11:54,6,student,school,pencil|eraser|notebook|bookmark|highlighter
1466,2024-07-25 23:49:18,5,student,reading,novel|book
1467,2024-06-20 16:15:29,6,office_worker,school,pencil|eraser|notebook
1468,2024-08-08 04:16:37,8,casual_reader,reading,novel|book
1469,2024-03-24 13:44:36,9,student,gift,novel|bookmark|gift_wrap
1470,2024-06-17 16:29:33,6,student,office,planner|pen
1471,2024-08-30 14:13:27,10,student,mixed,book|notebook|pen
1472,2024-11-18 05:18:47,1,student,notes,sticky_notes|pen|notebook
1473,2024-06-06 07:34:50,12,office_worker,school,pencil|eraser|notebook
1474,2024-04-02 19:58:27,12,casual_reader,journaling,diary|pen
1475,2024-09-23 22:47:11,9,student,mixed,book|notebook|pen|eraser
1476,2024-12-23 08:33:01,10,student,stationery,notebook|pen|highlighter
1477,2024-10-31 16:13:30,10,student,books,book|bookmark
1478,2024-11-22 08:25:16,12,student,office,planner|pen
1479,2024-06-24 00:06:43,1,student,books,book|bookmark|eraser
1480,2024-12-27 20:56:05,11,casual_reader,books,book|bookmark
1481,2024-12-12 05:57:11,4,office_worker,reading,novel|book
1482,2024-02-02 22:22:10,7,student,mixed,book|notebook|pen
1483,2024-09-22 00:10:06,7,office_worker,school,pencil|eraser|notebook
1484,2024-09-30 08:07:04,4,student,reading,novel|book
1485,2024-03-12 00:29:56,9,student,reading,novel|book|bookmark
1486,2024-03-15 16:33:31,12,student,study_set,textbook|notebook|highlighter
1487,2024-12-01 07:42:44,1,casual_reader,school,pencil|eraser|notebook|bookmark|book
1488,2024-05-29 16:21:05,3,office_worker,notes,sticky_notes|pen|notebook
1489,2024-01-16 15:27:15,7,student,books,book|bookmark|highlighter
1490,2024-06-11 09:40:17,2,student,study_set,textbook|notebook|highlighter|eraser
1491,2024-01-23 07:50:45,1,student,study_set,textbook|notebook|highlighter
1492,2024-12-30 22:56:41,11,student,notes,sticky_notes|pen|notebook
1493,2024-01-06 21:58:13,4,student,stationery,notebook|pen|highlighter
1494,2024-02-16 06:00:10,2,student,office,planner|pen|bookmark
1495,2024-08-11 21:40:28,8,casual_reader,gift,novel|bookmark|gift_wrap|eraser
1496,2024-03-10 22:22:45,7,casual_reader,notes,sticky_notes|pen|notebook|bookmark
1497,2024-10-13 01:25:03,1,office_worker,reading,novel|book
1498,2024-03-05 23:27:50,12,student,study_set,textbook|notebook|highlighter
1499,2024-12-14 03:37:42,8,student,stationery,notebook|pen|highlighter
1500,2024-10-16 22:38:48,11,student,office,planner|pen
1501,2024-10-20 07:15:08,12,student,gift,novel|bookmark|gift_wrap
1502,2024-11-24 09:11:32,1,casual_reader,books,book|bookmark
1503,2024-06-04 08:41:06,2,student,office,planner|pen|bookmark
1504,2024-09-26 14:19:49,2,student,books,book|bookmark
1505,2024-06-25 15:17:24,8,student,reading,novel|book
1506,2024-07-01 04:17:49,9,casual_reader,gift,novel|bookmark|gift_wrap|highlighter
1507,2024-01-27 19:35:27,10,casual_reader,stationery,notebook|pen|highlighter
1508,2024-12-01 00:03:32,2,student,office,planner|pen
1509,2024-08-25 06:12:12,12,student,study_set,textbook|notebook|highlighter|bookmark
1510,2024-02-12 18:57:03,9,office_worker,study_set,textbook|notebook|highlighter
1511,2024-09-10 17:35:52,10,casual_reader,study_set,textbook|notebook|highlighter
1512,2024-09-30 06:14:25,11,student,reading,novel|book|eraser|highlighter
1513,2024-06-11 02:12:57,7,office_worker,school,pencil|eraser|notebook
1514,2024-09-20 11:33:03,7,office_worker,mixed,book|notebook|pen|eraser
1515,2024-11-12 10:41:19,5,student,books,book|bookmark
1516,2024-07-13 05:36:44,3,student,study_set,textbook|notebook|highlighter
1517,2024-08-21 05:29:54,10,student,study_set,textbook|notebook|highlighter|bookmark
1518,2024-04-14 17:33:22,9,casual_reader,office,planner|pen|eraser
1519,2024-12-06 10:36:40,9,student,journaling,diary|pen
1520,2024-04-07 06:02:07,2,student,stationery,notebook|pen|highlighter
1521,2024-03-21 10:18:36,10,office_worker,journaling,diary|pen|eraser
1522,2024-06-23 01:32:52,12,casual_reader,books,book|bookmark
1523,2024-08-10 13:04:15,11,student,office,planner|pen|bookmark
1524,2024-06-05 10:48:29,1,student,study_set,textbook|notebook|highlighter
1525,2024-05-01 23:49:09,4,student,books,book|bookmark
1526,2024-02-28 12:34:16,6,student,school,pencil|eraser|notebook
1527,2024-01-27 15:01:38,12,student,reading,novel|book
1528,2024-01-01 12:52:05,2,office_worker,study_set,textbook|notebook|highlighter
1529,2024-09-19 02:32:02,9,office_worker,books,book|bookmark
1530,2024-03-10 20:01:10,4,office_worker,notes,sticky_notes|pen|notebook|bookmark
1531,2024-11-14 20:47:38,3,student,school,pencil|eraser|notebook
1532,2024-04-02 17:19:38,4,student,notes,sticky_notes|pen|notebook
1533,2024-10-18 19:38:58,10,student,office,planner|pen|eraser
1534,2024-09-07 01:10:21,5,student,reading,novel|book
1535,2024-04-05 17:38:07,12,office_worker,stationery,notebook|pen|highlighter|eraser
1536,2024-04-27 15:10:40,8,office_worker,school,pencil|eraser|notebook
1537,2024-08-02 07:14:54,1,student,office,planner|pen
1538,2024-02-29 06:00:46,11,student,gift,novel|bookmark|gift_wrap
1539,2024-11-01 06:48:45,7,casual_reader,office,planner|pen|eraser
1540,2024-05-28 02:06:59,9,office_worker,office,planner|pen
1541,2024-06-12 14:38:15,8,student,books,book|bookmark
1542,2024-08-11 16:51:49,10,student,school,pencil|eraser|notebook
1543,2024-11-05 16:11:07,2,student,school,pencil|eraser|notebook
1544,2024-03-07 01:23:36,10,office_worker,reading,novel|book
1545,2024-10-04 15:24:36,11,student,study_set,textbook|notebook|highlighter
1546,2024-07-31 09:01:42,7,student,gift,novel|bookmark|gift_wrap
1547,2024-08-15 10:59:12,5,office_worker,school,pencil|eraser|notebook|bookmark
1548,2024-08-16 15:28:02,9,casual_reader,reading,novel|book
1549,2024-08-15 02:29:48,1,student,office,planner|pen|sticky_notes
1550,2024-02-26 16:44:08,6,student,reading,novel|book
1551,2024-02-19 06:10:13,3,office_worker,office,planner|pen
1552,2024-12-04 08:12:52,1,student,notes,sticky_notes|pen|notebook|highlighter
1553,2024-05-26 10:04:30,6,office_worker,stationery,notebook|pen|highlighter
1554,2024-06-20 23:49:57,4,office_worker,mixed,book|notebook|pen|eraser
1555,2024-12-06 20:36:38,9,student,stationery,notebook|pen|highlighter
1556,2024-05-05 17:21:04,12,student,study_set,textbook|notebook|highlighter
1557,2024-10-11 03:17:01,2,casual_reader,journaling,diary|pen
1558,2024-01-17 16:56:57,3,office_worker,reading,novel|book
1559,2024-10-24 23:38:32,9,student,stationery,notebook|pen|highlighter|bookmark
1560,2024-09-21 08:26:34,1,student,notes,sticky_notes|pen|notebook
1561,2024-06-05 21:35:32,8,student,office,planner|pen|bookmark
1562,2024-07-14 10:03:23,11,casual_reader,reading,novel|book
1563,2024-09-11 06:08:59,11,casual_reader,stationery,notebook|pen|highlighter
1564,2024-02-22 18:24:31,5,student,books,book|bookmark
1565,2024-01-29 12:02:28,5,casual_reader,gift,novel|bookmark|gift_wrap
1566,2024-02-28 20:38:52,5,student,stationery,notebook|pen|highlighter
1567,2024-09-17 12:17:39,9,office_worker,study_set,textbook|notebook|highlighter
1568,2024-06-12 11:53:15,2,office_worker,gift,novel|bookmark|gift_wrap|eraser
1569,2024-05-24 12:22:35,10,office_worker,reading,novel|book
1570,2024-03-28 00:58:52,3,student,office,planner|pen
1571,2024-08-22 20:25:00,8,student,study_set,textbook|notebook|highlighter
1572,2024-03-03 23:51:46,3,student,reading,novel|book
1573,2024-05-27 03:39:15,9,casual_reader,books,book|bookmark
1574,2024-10-09 12:47:18,12,casual_reader,school,pencil|eraser|notebook|highlighter
1575,2024-09-29 14:23:07,6,casual_reader,study_set,textbook|notebook|highlighter|bookmark
1576,2024-02-21 06:36:32,2,student,mixed,book|notebook|pen|highlighter
1577,2024-02-10 05:55:30,11,casual_reader,office,planner|pen
1578,2024-01-20 12:51:55,3,student,mixed,book|notebook|pen
1579,2024-07-18 17:47:01,9,student,notes,sticky_notes|pen|notebook|bookmark|eraser
1580,2024-09-02 15:17:32,7,casual_reader,notes,sticky_notes|pen|notebook
1581,2024-08-05 02:00:44,5,student,notes,sticky_notes|pen|notebook
1582,2024-02-16 07:34:18,6,student,books,book|bookmark
1583,2024-09-06 05:26:22,2,student,study_set,textbook|notebook|highlighter
1584,2024-10-23 12:36:08,8,office_worker,stationery,notebook|pen|highlighter
1585,2024-08-02 10:21:13,9,student,reading,novel|book
1586,2024-11-25 03:56:28,4,student,notes,sticky_notes|pen|notebook
1587,2024-06-01 18:35:38,4,student,school,pencil|eraser|notebook|highlighter
1588,2024-11-13 06:25:16,5,student,study_set,textbook|notebook|highlighter|eraser
1589,2024-05-02 11:40:11,1,office_worker,study_set,textbook|notebook|highlighter
1590,2024-07-15 19:02:10,12,casual_reader,stationery,notebook|pen|highlighter
1591,2024-06-23 23:15:58,8,student,journaling,diary|pen
1592,2024-11-23 14:52:19,8,student,notes,sticky_notes|pen|notebook
1593,2024-05-04 13:38:21,8,student,stationery,notebook|pen|highlighter
1594,2024-04-19 10:47:23,6,student,stationery,notebook|pen|highlighter
1595,2024-11-17 10:46:13,5,office_worker,books,book|bookmark
1596,2024-11-11 07:35:31,8,student,stationery,notebook|pen|highlighter
1597,2024-08-02 02:39:46,1,student,stationery,notebook|pen|highlighter|eraser
1598,2024-09-15 22:00:21,10,casual_reader,gift,novel|bookmark|gift_wrap
1599,2024-08-05 15:27:47,12,office_worker,stationery,notebook|pen|highlighter
1600,2024-11-02 17:36:16,1,student,reading,novel|book|bookmark
1601,2024-03-28 20:41:33,8,student,journaling,diary|pen|eraser
1602,2024-10-14 21:30:38,12,office_worker,mixed,book|notebook|pen|eraser
1603,2024-08-23 14:26:16,3,student,school,pencil|eraser|notebook
1604,2024-01-24 04:41:20,7,student,mixed,book|notebook|pen
1605,2024-04-06 11:09:16,5,student,notes,sticky_notes|pen|notebook
1606,2024-06-20 22:00:46,1,student,gift,novel|bookmark|gift_wrap|sticky_notes
1607,2024-11-22 23:10:14,3,student,journaling,diary|pen
1608,2024-01-19 07:07:53,3,student,office,planner|pen
1609,2024-02-22 02:55:19,8,office_worker,reading,novel|book|bookmark
1610,2024-10-30 11:05:56,4,office_worker,stationery,notebook|pen|highlighter
1611,2024-05-24 11:47:04,12,casual_reader,reading,novel|book|sticky_notes
1612,2024-04-26 22:47:52,10,office_worker,reading,novel|book
1613,2024-03-17 20:52:02,3,student,journaling,diary|pen|sticky_notes
1614,2024-11-18 23:15:45,3,office_worker,school,pencil|eraser|notebook
1615,2024-05-14 23:47:42,12,office_worker,office,planner|pen|highlighter
1616,2024-05-22 20:18:03,11,student,journaling,diary|pen
1617,2024-07-03 01:34:15,3,office_worker,study_set,textbook|notebook|highlighter
1618,2024-01-09 22:37:48,2,student,study_set,textbook|notebook|highlighter
1619,2024-10-13 17:57:37,12,student,gift,novel|bookmark|gift_wrap
1620,2024-06-30 09:08:03,11,office_worker,mixed,book|notebook|pen|sticky_notes
1621,2024-09-23 01:44:54,9,student,books,book|bookmark
1622,2024-08-31 14:50:14,8,office_worker,mixed,book|notebook|pen
1623,2024-02-20 01:18:09,7,student,gift,novel|bookmark|gift_wrap
1624,2024-04-19 10:57:32,10,student,notes,sticky_notes|pen|notebook
1625,2024-01-27 17:42:23,12,office_worker,notes,sticky_notes|pen|notebook
1626,2024-10-30 15:26:29,12,casual_reader,reading,novel|book
1627,2024-05-12 01:52:35,7,student,gift,novel|bookmark|gift_wrap|eraser
1628,2024-08-30 07:41:38,10,casual_reader,study_set,textbook|notebook|highlighter
1629,2024-03-12 19:01:56,4,student,reading,novel|book
1630,2024-03-18 07:26:16,8,casual_reader,stationery,notebook|pen|highlighter
1631,2024-12-19 10:41:21,11,student,study_set,textbook|notebook|highlighter
1632,2024-11-23 03:38:16,4,student,office,planner|pen
1633,2024-02-05 13:04:43,8,student,study_set,textbook|notebook|highlighter
1634,2024-05-22 19:17:23,1,student,study_set,textbook|notebook|highlighter
1635,2024-04-28 03:14:56,9,casual_reader,reading,novel|book
1636,2024-08-04 23:38:26,5,student,notes,sticky_notes|pen|notebook
1637,2024-06-05 06:31:47,9,office_worker,stationery,notebook|pen|highlighter|bookmark
1638,2024-10-18 13:51:52,4,student,journaling,diary|pen
1639,2024-07-27 10:13:37,6,student,mixed,book|notebook|pen|bookmark
1640,2024-09-05 01:04:06,10,casual_reader,books,book|bookmark
1641,2024-07-21 07:11:00,6,office_worker,books,book|bookmark
1642,2024-05-19 03:10:14,7,office_worker,office,planner|pen|eraser
1643,2024-06-26 10:55:43,6,office_worker,school,pencil|eraser|notebook
1644,2024-12-07 03:32:01,6,office_worker,school,pencil|eraser|notebook
1645,2024-02-22 18:31:54,2,casual_reader,stationery,notebook|pen|highlighter
1646,2024-12-30 09:00:12,6,office_worker,study_set,textbook|notebook|highlighter
1647,2024-12-26 06:57:51,1,office_worker,study_set,textbook|notebook|highlighter
1648,2024-02-05 04:07:48,1,casual_reader,stationery,notebook|pen|highlighter
1649,2024-06-11 19:09:26,4,student,journaling,diary|pen
1650,2024-12-08 13:08:33,5,student,notes,sticky_notes|pen|notebook
1651,2024-04-30 03:11:46,8,student,gift,novel|bookmark|gift_wrap
1652,2024-09-28 18:01:11,10,office_worker,books,book|bookmark
1653,2024-07-08 01:23:19,5,student,books,book|bookmark
1654,2024-08-01 09:05:53,12,student,notes,sticky_notes|pen|notebook|highlighter
1655,2024-08-08 00:41:32,8,student,journaling,diary|pen
1656,2024-01-15 00:53:20,2,office_worker,mixed,book|notebook|pen
1657,2024-01-17 06:03:25,12,office_worker,books,book|bookmark|eraser
1658,2024-04-19 22:22:12,1,casual_reader,gift,novel|bookmark|gift_wrap|highlighter
1659,2024-06-02 11:03:38,1,student,reading,novel|book
1660,2024-08-02 10:30:56,11,student,school,pencil|eraser|notebook|bookmark
1661,2024-09-10 11:34:13,3,student,stationery,notebook|pen|highlighter|eraser
1662,2024-10-28 16:42:44,4,student,reading,novel|book|sticky_notes
1663,2024-11-09 11:34:28,11,student,office,planner|pen|highlighter
1664,2024-07-21 20:30:11,6,casual_reader,journaling,diary|pen
1665,2024-10-09 01:59:46,12,student,school,pencil|eraser|notebook
1666,2024-08-21 13:03:54,11,student,school,pencil|eraser|notebook|highlighter
1667,2024-05-17 18:58:03,10,office_worker,study_set,textbook|notebook|highlighter
1668,2024-07-02 18:44:04,2,student,stationery,notebook|pen|highlighter
1669,2024-05-11 22:45:19,9,student,journaling,diary|pen
1670,2024-05-04 00:54:20,9,student,stationery,notebook|pen|highlighter
1671,2024-12-29 20:57:12,5,student,mixed,book|notebook|pen
1672,2024-11-29 13:07:54,2,student,office,planner|pen
1673,2024-12-18 21:29:06,9,office_worker,reading,novel|book|sticky_notes
1674,2024-05-16 06:45:41,10,student,study_set,textbook|notebook|highlighter
1675,2024-09-02 22:33:56,2,student,notes,sticky_notes|pen|notebook
1676,2024-11-22 22:20:56,12,student,mixed,book|notebook|pen
1677,2024-10-08 12:26:42,9,student,school,pencil|eraser|notebook
1678,2024-06-19 10:42:32,7,student,journaling,diary|pen
1679,2024-06-25 21:21:13,6,student,books,book|bookmark
1680,2024-12-05 12:42:59,12,office_worker,notes,sticky_notes|pen|notebook
1681,2024-07-28 15:41:10,11,student,stationery,notebook|pen|highlighter
1682,2024-01-05 14:14:41,8,student,school,pencil|eraser|notebook|book
1683,2024-03-27 22:16:36,10,office_worker,journaling,diary|pen|sticky_notes
1684,2024-04-08 18:21:52,8,student,books,book|bookmark
1685,2024-08-08 04:46:29,12,student,gift,novel|bookmark|gift_wrap|highlighter
1686,2024-02-16 05:36:32,4,office_worker,reading,novel|book|bookmark|highlighter
1687,2024-07-17 07:31:53,9,office_worker,notes,sticky_notes|pen|notebook|eraser
1688,2024-08-30 07:39:23,7,student,books,book|bookmark
1689,2024-02-12 22:20:49,4,casual_reader,stationery,notebook|pen|highlighter
1690,2024-05-17 15:27:12,8,casual_reader,reading,novel|book|bookmark
1691,2024-08-31 06:14:27,1,student,study_set,textbook|notebook|highlighter|bookmark
1692,2024-10-16 14:15:46,5,student,study_set,textbook|notebook|highlighter
1693,2024-09-17 11:17:39,7,office_worker,office,planner|pen
1694,2024-12-16 00:40:31,5,student,school,pencil|eraser|notebook
1695,2024-08-03 06:13:32,8,casual_reader,school,pencil|eraser|notebook
1696,2024-05-22 17:59:54,5,student,stationery,notebook|pen|highlighter
1697,2024-10-10 08:53:01,1,student,journaling,diary|pen|bookmark
1698,2024-05-22 14:42:00,9,student,office,planner|pen
1699,2024-08-01 01:48:10,12,office_worker,reading,novel|book
1700,2024-06-24 11:58:30,9,casual_reader,stationery,notebook|pen|highlighter
1701,2024-11-19 22:08:00,5,student,reading,novel|book
1702,2024-05-20 22:23:58,7,office_worker,journaling,diary|pen|bookmark|eraser|book
